question,main_answer,sub_answer,level,examples,part_of_speech,kanji_string,meaning_string,reading_string,meaning_mnemonic
伏線,Foreshadowing,ふくせん,55,"伏線の張り方がすごい。 
 This method of foreshadowing is amazing.",noun,伏|線,"Bow, Lay|Line","ふく, ふ|せん","Connect a bunch of things laying in a line. Something's happening here. You can't put your finger on it, but you're pretty sure this is foreshadowing for something else."
Foreshadowing,ふくせん,伏線,55,"伏線の張り方がすごい。 
 This method of foreshadowing is amazing.",noun,伏|線,"Bow, Lay|Line","ふく, ふ|せん","Connect a bunch of things laying in a line. Something's happening here. You can't put your finger on it, but you're pretty sure this is foreshadowing for something else."
伏兵,Ambush,ふくへい,55,"伏兵に襲われたんだ。 
 They were attacked by an ambush.",noun,伏|兵,"Bow, Lay|Soldier","ふく, ふ|へい, ひょう","A soldier only lays herself down when she's about to ambush the enemy! If you see some soldiers laying around, it's not that they're lazy, it's because they're getting ready to pounce! "
Ambush,ふくへい,伏兵,55,"伏兵に襲われたんだ。 
 They were attacked by an ambush.",noun,伏|兵,"Bow, Lay|Soldier","ふく, ふ|へい, ひょう","A soldier only lays herself down when she's about to ambush the enemy! If you see some soldiers laying around, it's not that they're lazy, it's because they're getting ready to pounce! "
佳作,"Fine Work, Good Piece Of Work",かさく,55,"私の描いた絵が佳作で入選しました。 
 The picture I drew was chosen as a good piece of work.",noun,佳|作,"Excellent, Skilled|Make","か|さく, さ, つく",Make something excellent and everyone will call it a fine work. Or make something that sucks and let everyone down. It's your call.
"Fine Work, Good Piece Of Work",かさく,佳作,55,"私の描いた絵が佳作で入選しました。 
 The picture I drew was chosen as a good piece of work.",noun,佳|作,"Excellent, Skilled|Make","か|さく, さ, つく",Make something excellent and everyone will call it a fine work. Or make something that sucks and let everyone down. It's your call.
傍,"Near, Close, Beside, By One's Side","そば, はた",55,"いつまでも君の傍にいるよ。 
 I'll always be by your side. 

 傍から見ていても全然わからなかった。 
 I couldn't understand it even when I was watching from close by. 

 旦那なら、今京王百貨店の傍の居酒屋に飲みに行っているよ。 
 If it's my husband you're looking for, he's out drinking at an izakaya near the Keio Department Store right now.",noun,傍,"Nearby, Side","ぼう, かたわ, わき, おか, はた, そば",Something nearby is near to you. It's very close.
"Near, Close, Beside, By One's Side","そば, はた",傍,55,"いつまでも君の傍にいるよ。 
 I'll always be by your side. 

 傍から見ていても全然わからなかった。 
 I couldn't understand it even when I was watching from close by. 

 旦那なら、今京王百貨店の傍の居酒屋に飲みに行っているよ。 
 If it's my husband you're looking for, he's out drinking at an izakaya near the Keio Department Store right now.",noun,傍,"Nearby, Side","ぼう, かたわ, わき, おか, はた, そば",Something nearby is near to you. It's very close.
傍観,"Look On, Sit By And Watch, Spectate",ぼうかん,55,"私はイジメをただ傍観していました。 
 I only looked on at the bullying.","noun, verbal noun",傍|観,"Nearby, Side|View","ぼう, かたわ, わき, おか, はた, そば|かん, み",Nearby there is a beautiful view. Look on as the sun sets and the sky changes color. You would give up anything to be able to spectate this kind of thing all the time.
"Look On, Sit By And Watch, Spectate",ぼうかん,傍観,55,"私はイジメをただ傍観していました。 
 I only looked on at the bullying.","noun, verbal noun",傍|観,"Nearby, Side|View","ぼう, かたわ, わき, おか, はた, そば|かん, み",Nearby there is a beautiful view. Look on as the sun sets and the sky changes color. You would give up anything to be able to spectate this kind of thing all the time.
傍受,"Monitoring, Interception, Tapping",ぼうじゅ,55,"警察は、犯罪捜査のために、通信の傍受を行うことがあります。 
 The police may perform correspondence monitoring for the sake of the criminal investigation.","noun, verbal noun",傍|受,"Nearby, Side|Accept, Receive","ぼう, かたわ, わき, おか, はた, そば|じゅ, う","Only accept new people moving in nearby once you've finished properly monitoring them! Tapping into their phones will probably help too, but don't tell anyone I told you to do that."
"Monitoring, Interception, Tapping",ぼうじゅ,傍受,55,"警察は、犯罪捜査のために、通信の傍受を行うことがあります。 
 The police may perform correspondence monitoring for the sake of the criminal investigation.","noun, verbal noun",傍|受,"Nearby, Side|Accept, Receive","ぼう, かたわ, わき, おか, はた, そば|じゅ, う","Only accept new people moving in nearby once you've finished properly monitoring them! Tapping into their phones will probably help too, but don't tell anyone I told you to do that."
凝固,"Solidify, Coagulate, Freeze",ぎょうこ,55,"煮詰めたジャムは、冷めてくると粘性が強まり、ゼリー状に凝固します。 
 When the jam I boiled cools it will become viscous and solidify into jelly.","noun, verbal noun",凝|固,"Congeal, Freeze, Absorbed In|Hard","ぎょう, こ, こご|こ, かた","Your pudding congealed and is all hard. How on earth did it solidify like this? It shouldn't freeze unless you put it in the freezer. Unless, did you? Oh... "
"Solidify, Coagulate, Freeze",ぎょうこ,凝固,55,"煮詰めたジャムは、冷めてくると粘性が強まり、ゼリー状に凝固します。 
 When the jam I boiled cools it will become viscous and solidify into jelly.","noun, verbal noun",凝|固,"Congeal, Freeze, Absorbed In|Hard","ぎょう, こ, こご|こ, かた","Your pudding congealed and is all hard. How on earth did it solidify like this? It shouldn't freeze unless you put it in the freezer. Unless, did you? Oh... "
凝視,"Stare, Gaze, Fixation",ぎょうし,55,"タイプの女性がいたので、思わず凝視してしまいました。 
 She was my type of woman so I stared unintentionally.","noun, verbal noun",凝|視,"Congeal, Freeze, Absorbed In|Look At","ぎょう, こ, こご|し, み",Freeze and look at me. Your stare is giving me the creeps! You can move now. Hey. You can move now. Stop I said!
"Stare, Gaze, Fixation",ぎょうし,凝視,55,"タイプの女性がいたので、思わず凝視してしまいました。 
 She was my type of woman so I stared unintentionally.","noun, verbal noun",凝|視,"Congeal, Freeze, Absorbed In|Look At","ぎょう, こ, こご|し, み",Freeze and look at me. Your stare is giving me the creeps! You can move now. Hey. You can move now. Stop I said!
凝る,"To Be Passionate About, To Be Into, To Grow Stiff",こる,55,"デスクワークのせいで肩や首が凝るのは仕方がない。 
 It's inevitable for your shoulders and neck to grow stiff from desk work. 

 最近、俳句に凝っているんですよ。 
 I've been into haiku these days. 

 妻の料理の盛り付けは、いつも凝っています。 
 My wife's plating of food is always elaborate.","intransitive verb, godan verb",凝,"Congeal, Freeze, Absorbed In","ぎょう, こ, こご","This word consists of kanji with hiragana attached. Because the hiragana ends with an う sound, you know this word is a verb. The kanji itself means congeal or freeze, so the verb version is to grow stiff. Remember 肩こり (shoulder stiffness)? This is where that こり part comes from.

凝る also means  to be passionate about something. Think of it this way: your passions are freezing onto one thing, so you're going to be into that thing."
"To Be Passionate About, To Be Into, To Grow Stiff",こる,凝る,55,"デスクワークのせいで肩や首が凝るのは仕方がない。 
 It's inevitable for your shoulders and neck to grow stiff from desk work. 

 最近、俳句に凝っているんですよ。 
 I've been into haiku these days. 

 妻の料理の盛り付けは、いつも凝っています。 
 My wife's plating of food is always elaborate.","intransitive verb, godan verb",凝,"Congeal, Freeze, Absorbed In","ぎょう, こ, こご","This word consists of kanji with hiragana attached. Because the hiragana ends with an う sound, you know this word is a verb. The kanji itself means congeal or freeze, so the verb version is to grow stiff. Remember 肩こり (shoulder stiffness)? This is where that こり part comes from.

凝る also means  to be passionate about something. Think of it this way: your passions are freezing onto one thing, so you're going to be into that thing."
